"id","status_group"
"5936","functional"
"3148","non functional"
"45326","functional"
"36943","functional needs repair"
"1238","functional needs repair"
"45455","non functional"
"5046","functional"
"50201","functional"
"51907","functional needs repair"
"20948","functional"
"48682","functional needs repair"
"59315","functional needs repair"
"1435","functional"
"14086","non functional"
"29558","non functional"
"22089","functional"
"73400","functional needs repair"
"66429","functional needs repair"
"2755","functional"
"63796","non functional"
"67737","functional"
"59762","non functional"
"25908","functional needs repair"
"35764","functional needs repair"
"70922","non functional"
"11159","non functional"
"11628","functional"
"31960","functional"
"3847","functional needs repair"
"4196","non functional"
"8702","functional"
"62753","functional needs repair"
"25848","functional"
"28872","functional"
"43337","functional"
"67715","non functional"
"28757","functional"
"25448","functional needs repair"
"23451","non functional"
"45735","non functional"
"3976","non functional"
"3137","functional needs repair"
"61760","functional"
"63917","functional"
"32584","functional"
"24156","functional needs repair"
"18854","non functional"
"14490","non functional"
"58616","functional needs repair"
"26218","non functional"
"31306","non functional"
"44316","functional"
"15527","functional"
"65289","functional needs repair"
"72855","functional"
"58418","non functional"
"38097","non functional"
"28115","functional needs repair"
"70693","non functional"
"34833","non functional"
"72223","non functional"
"14932","non functional"
"365","non functional"
"409","functional"
"19309","functional"
"37604","non functional"
"24608","non functional"
"52728","functional needs repair"
"14846","non functional"
"10844","functional needs repair"
"51340","functional"
"13814","functional needs repair"
"41995","functional"
"67578","non functional"
"2135","functional"
"49843","functional"
"31987","non functional"
"6987","functional needs repair"
"54099","non functional"
"7852","functional"
"68627","non functional"
"45474","functional needs repair"
"66915","functional"
"61047","functional"
"54566","functional needs repair"
"23049","functional"
"70266","functional"
"6688","functional needs repair"
"33425","functional"
"42917","non functional"
"11032","functional needs repair"
"69274","non functional"
"32687","functional needs repair"
"58370","non functional"
"8821","non functional"
"30476","functional needs repair"
"48063","functional"
"71219","functional"
"51924","non functional"
"54852","functional"
"55782","non functional"
"42818","functional"
"19449","non functional"
"64942","non functional"
"48996","functional"
"71646","functional"
"13612","non functional"
"27573","functional"
"12482","functional"
"43614","functional"
"49136","functional"
"33696","functional"
"73216","functional needs repair"
"43856","functional needs repair"
"52504","functional"
"57351","functional"
"32175","functional"
"29021","functional"
"49095","functional"
"2196","non functional"
"54583","non functional"
"42867","functional"
"8195","functional"
"66921","non functional"
"5379","non functional"
"65155","non functional"
"26623","functional needs repair"
"30669","functional needs repair"
"55877","functional needs repair"
"31639","non functional"
"60039","non functional"
"50105","non functional"
"66907","functional needs repair"
"41917","functional"
"63463","functional"
"22131","functional"
"40052","functional"
"5166","non functional"
"1792","functional needs repair"
"18292","functional"
"29441","non functional"
"16170","functional"
"69109","non functional"
"46345","functional needs repair"
"53730","functional needs repair"
"3378","functional needs repair"
"38297","functional needs repair"
"1988","non functional"
"19338","non functional"
"71256","functional"
"33455","functional needs repair"
"24928","functional"
"14448","functional"
"63962","non functional"
"2808","functional"
"36265","functional needs repair"
"57164","functional"
"54766","functional needs repair"
"10445","non functional"
"69659","functional needs repair"
"53011","non functional"
"67787","functional needs repair"
"39504","functional needs repair"
"1172","non functional"
"47024","non functional"
"2949","functional needs repair"
"48234","functional"
"74087","functional"
"36165","non functional"
"33702","functional needs repair"
"52632","non functional"
"21263","functional"
"63912","functional"
"60849","functional"
"47683","functional"
"69834","functional needs repair"
"52115","non functional"
"42464","non functional"
"33916","functional needs repair"
"8964","non functional"
"42527","functional needs repair"
"23260","non functional"
"23503","functional"
"20500","non functional"
"45915","non functional"
"56204","functional"
"15876","functional needs repair"
"15320","non functional"
"70031","functional needs repair"
"43517","functional needs repair"
"39070","non functional"
"13911","non functional"
"17202","functional needs repair"
"15186","functional needs repair"
"38292","functional needs repair"
"52651","functional"
"17781","functional"
"36073","non functional"
"5447","non functional"
"24509","functional"
"52150","functional needs repair"
"33549","non functional"
"45252","non functional"
"35345","functional"
"55984","functional needs repair"
"58450","functional"
"52635","functional"
"72222","functional needs repair"
"15354","non functional"
"50371","functional needs repair"
"21276","functional"
"47954","non functional"
"50426","non functional"
"72165","functional"
"72006","functional needs repair"
"39270","functional"
"7088","functional needs repair"
"27791","functional"
"3326","functional needs repair"
"49956","functional needs repair"
"69402","functional"
"12562","functional needs repair"
"57337","non functional"
"37996","functional needs repair"
"15392","functional needs repair"
"27845","non functional"
"65984","non functional"
"61520","functional needs repair"
"37004","functional needs repair"
"27595","functional"
"35322","non functional"
"54608","functional needs repair"
"66950","non functional"
"38634","functional"
"17166","non functional"
"44746","non functional"
"67617","functional needs repair"
"46107","functional"
"55717","functional needs repair"
"29696","non functional"
"11244","functional needs repair"
"54543","non functional"
"67082","non functional"
"56337","non functional"
"49329","functional needs repair"
"24342","non functional"
"53135","functional"
"45167","non functional"
"37546","functional"
"14669","non functional"
"65465","functional"
"2361","functional"
"30282","non functional"
"42167","functional needs repair"
"26700","non functional"
"25313","non functional"
"51656","non functional"
"69971","functional needs repair"
"8274","non functional"
"57362","non functional"
"58447","functional"
"39276","functional"
"39274","functional needs repair"
"34911","functional needs repair"
"52313","non functional"
"72697","functional"
"24979","functional"
"39628","functional"
"19172","functional"
"30232","non functional"
"36349","functional"
"43470","functional needs repair"
"10550","functional"
"44061","functional"
"37663","functional needs repair"
"8668","functional needs repair"
"35336","functional"
"39617","functional"
"55993","functional"
"18206","functional needs repair"
"59817","non functional"
"73175","functional"
"32261","non functional"
"44303","non functional"
"35097","functional needs repair"
"44332","non functional"
"42199","functional needs repair"
"34414","functional"
"22979","functional"
"27114","functional"
"64644","functional"
"23670","functional"
"15355","functional"
"50882","functional needs repair"
"44790","functional needs repair"
"63275","functional needs repair"
"39667","non functional"
"56504","functional"
"36516","functional needs repair"
"66885","functional"
"2593","functional needs repair"
"4175","functional needs repair"
"58117","functional"
"66046","non functional"
"49685","functional needs repair"
"37440","functional needs repair"
"14203","functional"
"46241","non functional"
"7457","functional"
"17699","non functional"
"69662","functional needs repair"
"41698","non functional"
"67535","functional needs repair"
"59976","non functional"
"67991","functional needs repair"
"38437","non functional"
"70813","non functional"
"29617","functional needs repair"
"41352","functional"
"26137","functional"
"57433","functional needs repair"
"36068","non functional"
"46960","functional needs repair"
"57353","non functional"
"33711","non functional"
"22336","functional needs repair"
"20558","non functional"
"50502","functional needs repair"
"31796","functional"
"3507","functional"
"55138","non functional"
"17267","non functional"
"65684","functional needs repair"
"6056","functional"
"67960","functional needs repair"
"30689","functional"
"64105","non functional"
"18725","functional needs repair"
"42982","functional needs repair"
"67593","functional"
"27115","functional needs repair"
"42013","functional needs repair"
"26143","functional needs repair"
"31012","functional"
"58731","functional needs repair"
"55082","non functional"
"41363","functional"
"65008","non functional"
"26109","functional needs repair"
"71689","non functional"
"50081","functional needs repair"
"19286","functional needs repair"
"14947","functional needs repair"
"66253","functional needs repair"
"18121","non functional"
"16129","functional"
"42457","functional"
"13816","functional"
"11235","functional"
"16375","non functional"
"31754","functional needs repair"
"43561","functional needs repair"
"45598","functional needs repair"
"15639","functional needs repair"
"20686","non functional"
"31983","functional"
"53771","functional needs repair"
"71019","functional needs repair"
"44383","functional"
"20497","functional"
"48474","non functional"
"68034","functional needs repair"
"27174","functional needs repair"
"70719","functional"
"27756","functional needs repair"
"49925","non functional"
"62114","non functional"
"28591","functional"
"37672","functional"
"5795","functional needs repair"
"57764","functional"
"33229","non functional"
"17211","functional needs repair"
"43563","functional"
"1952","non functional"
"72318","non functional"
"39271","functional"
"41833","functional"
"10851","functional needs repair"
"57434","functional"
"19876","functional needs repair"
"50411","functional"
"7400","functional needs repair"
"10772","functional needs repair"
"23744","functional"
"50719","functional needs repair"
"64229","functional needs repair"
"47996","functional"
"37400","functional"
"28860","functional needs repair"
"54933","functional"
"65542","functional"
"71558","functional"
"13460","functional"
"14930","functional"
"39638","functional needs repair"
"36870","non functional"
"58165","functional needs repair"
"33448","non functional"
"73680","non functional"
"14750","non functional"
"28637","non functional"
"67510","functional needs repair"
"36900","functional needs repair"
"28817","non functional"
"29579","functional"
"66052","non functional"
"67084","functional"
"27055","functional"
"43822","functional needs repair"
"63643","functional"
"35755","functional"
"22463","non functional"
"62338","functional"
"12912","non functional"
"9263","non functional"
"37864","functional needs repair"
"49866","functional needs repair"
"38448","non functional"
"5197","functional needs repair"
"35791","functional"
"30116","functional"
"9003","functional"
"57785","functional needs repair"
"58440","functional"
"12069","non functional"
"71238","functional needs repair"
"67532","functional needs repair"
"45521","non functional"
"12311","functional"
"1724","functional"
"71065","functional"
"58386","functional needs repair"
"63208","non functional"
"36384","non functional"
"1512","non functional"
"5326","functional"
"12884","functional"
"44202","functional"
"15004","non functional"
"1832","functional"
"66485","non functional"
"17447","functional needs repair"
"26268","functional"
"6030","functional"
"71768","functional needs repair"
"19175","functional needs repair"
"3936","non functional"
"44056","functional needs repair"
"65414","functional needs repair"
"17562","functional needs repair"
"18976","functional"
"71332","functional"
"37756","non functional"
"13423","functional"
"27062","non functional"
"13306","functional needs repair"
"72344","functional needs repair"
"50638","functional needs repair"
"40548","functional needs repair"
"24486","functional"
"23351","functional needs repair"
"29970","non functional"
"56768","functional"
"62006","non functional"
"23627","non functional"
"3990","functional needs repair"
"36816","functional needs repair"
"37367","non functional"
"69640","functional"
"19420","non functional"
"74218","functional"
"20454","functional"
"23589","functional"
"11742","non functional"
"2978","functional needs repair"
"26668","non functional"
"66767","functional"
"30832","functional"
"36463","functional needs repair"
"12076","non functional"
"31574","functional"
"12471","functional"
"25171","functional"
"54875","non functional"
"51475","functional needs repair"
"70680","functional needs repair"
"14230","functional"
"62315","non functional"
"48802","non functional"
"37452","functional needs repair"
"29076","non functional"
"7608","non functional"
"17480","functional needs repair"
"34529","functional"
"4560","functional"
"70820","functional needs repair"
"45010","functional needs repair"
"39636","functional"
"39440","functional"
"53389","non functional"
"24337","functional needs repair"
"46136","functional needs repair"
"44059","functional needs repair"
"15385","functional"
"3492","functional"
"3517","functional"
"14608","non functional"
"73831","functional needs repair"
"4033","functional needs repair"
"38690","non functional"
"44933","functional needs repair"
"48847","functional needs repair"
"3724","non functional"
"6655","non functional"
"2540","non functional"
"38557","functional"
"69447","functional"
"25195","functional"
"69193","functional needs repair"
"50036","functional needs repair"
"59105","non functional"
"72744","functional"
"40423","functional needs repair"
"1265","functional"
"54950","functional"
"10683","functional"
"48758","functional"
"48213","functional needs repair"
"73119","functional"
"38419","non functional"
"58281","functional needs repair"
"54170","functional"
"13103","non functional"
"7695","non functional"
"26859","functional"
"16197","functional needs repair"
"46654","non functional"
"46033","functional"
"69338","functional"
"24076","functional"
"60671","functional"
"65823","functional needs repair"
"41610","functional"
"62955","functional"
"39290","non functional"
"60234","functional"
"29132","functional"
"47696","functional"
"12779","functional needs repair"
"65903","functional needs repair"
"58035","functional needs repair"
"70100","functional needs repair"
"54936","non functional"
"43073","non functional"
"61876","non functional"
"60317","functional"
"33653","functional needs repair"
"42389","functional"
"24769","functional"
"40854","functional"
"1714","non functional"
"27708","functional"
"41753","non functional"
"65273","non functional"
"13488","functional"
"55654","non functional"
"2939","non functional"
"70353","functional"
"799","non functional"
"2493","non functional"
"14850","functional needs repair"
"17235","functional"
"69626","functional needs repair"
"24256","non functional"
"35505","functional"
"63395","functional needs repair"
"46971","functional needs repair"
"4422","non functional"
"45199","functional needs repair"
"24104","non functional"
"37598","functional needs repair"
"29507","functional needs repair"
"19752","functional"
"50424","functional needs repair"
"69426","non functional"
"46486","non functional"
"52356","non functional"
"44877","functional needs repair"
"9857","non functional"
"55808","non functional"
"32347","functional"
"22350","non functional"
"23139","non functional"
"68301","functional needs repair"
"8480","functional"
"30759","functional needs repair"
"14760","functional needs repair"
"30079","non functional"
"56176","functional needs repair"
"21422","functional"
"53075","functional needs repair"
"13785","non functional"
"27588","functional"
"37540","non functional"
"10876","functional needs repair"
"21129","non functional"
"18305","functional"
"24716","functional"
"28634","non functional"
"56639","functional needs repair"
"12863","non functional"
"13347","non functional"
"23443","functional needs repair"
"9922","functional"
"1712","functional"
"24463","non functional"
"56329","non functional"
"90","non functional"
"37085","functional needs repair"
"64035","non functional"
"46817","non functional"
"44622","non functional"
"66165","functional needs repair"
"67100","functional needs repair"
"11305","functional"
"31722","non functional"
"39493","functional needs repair"
"38574","functional"
"62742","non functional"
"11709","functional"
"34902","functional needs repair"
"18861","functional needs repair"
"71735","functional needs repair"
"38399","functional needs repair"
"12378","functional"
"25889","non functional"
"30615","functional"
"40822","non functional"
"57971","functional"
"72663","non functional"
"1005","functional"
"62019","functional"
"25482","functional needs repair"
"56928","functional needs repair"
"68252","functional"
"63578","non functional"
"42879","functional"
"61919","functional needs repair"
"51846","non functional"
"1313","functional"
"74209","functional"
"24153","functional"
"64834","non functional"
"25681","functional needs repair"
"9028","functional needs repair"
"9555","functional needs repair"
"22192","functional needs repair"
"6080","non functional"
"19760","non functional"
"11589","functional needs repair"
"53679","functional"
"38562","non functional"
"58660","functional needs repair"
"13251","non functional"
"69841","functional"
"3951","functional"
"55977","functional needs repair"
"71323","non functional"
"8017","non functional"
"68061","functional"
"73093","functional needs repair"
"19366","functional needs repair"
"13186","non functional"
"8629","non functional"
"22555","functional"
"56729","non functional"
"60115","functional needs repair"
"50647","non functional"
"25323","functional"
"2005","functional needs repair"
"32590","functional"
"55888","non functional"
"31894","non functional"
"8341","functional"
"71668","functional"
"4461","functional"
"55536","functional"
"49233","functional needs repair"
"36262","functional needs repair"
"53150","non functional"
"12816","functional needs repair"
"47244","functional"
"37620","functional needs repair"
"46446","non functional"
"36994","non functional"
"2387","non functional"
"29562","non functional"
"11172","functional"
"37239","functional needs repair"
"33981","non functional"
"62693","functional needs repair"
"14386","non functional"
"6162","non functional"
"52573","functional needs repair"
"8414","non functional"
"63739","functional needs repair"
"36413","functional needs repair"
"27992","non functional"
"45650","non functional"
"63193","functional needs repair"
"69151","functional needs repair"
"26650","functional"
"51900","functional needs repair"
"16403","non functional"
"61742","non functional"
"33525","functional"
"32499","non functional"
"60050","functional"
"1543","non functional"
"26049","functional"
"1211","functional"
"63008","functional needs repair"
"19786","functional"
"63010","functional"
"56542","functional"
"1149","functional"
"32642","non functional"
"24548","functional needs repair"
"31159","functional"
"65746","non functional"
"54389","non functional"
"53619","functional"
"37712","functional needs repair"
"45351","functional needs repair"
"18234","functional"
"63045","functional needs repair"
"45051","functional"
"43010","functional needs repair"
"53532","functional"
"45670","functional"
"16810","functional needs repair"
"63253","functional needs repair"
"55110","non functional"
"42752","functional"
"37309","functional needs repair"
"22788","functional needs repair"
"62318","functional needs repair"
"71262","functional needs repair"
"73283","non functional"
"16749","functional"
"65949","functional"
"1653","functional needs repair"
"42059","non functional"
"50906","functional"
"40190","non functional"
"50336","functional"
"12020","non functional"
"56644","non functional"
"50949","functional"
"39756","functional needs repair"
"62917","functional needs repair"
"34076","functional"
"36307","non functional"
"50754","functional needs repair"
"54767","non functional"
"35685","functional needs repair"
"68667","functional needs repair"
"58714","non functional"
"14418","functional"
"7914","non functional"
"31467","functional needs repair"
"21916","non functional"
"6396","functional"
"56228","non functional"
"1458","functional"
"56149","non functional"
"62306","functional needs repair"
"5143","non functional"
"37213","functional needs repair"
"34595","functional needs repair"
"15981","functional needs repair"
"19238","functional"
"54463","functional needs repair"
"53349","non functional"
"4696","functional needs repair"
"54663","functional"
"16949","functional"
"40895","non functional"
"42250","functional"
"9675","functional needs repair"
"50382","functional needs repair"
"15115","non functional"
"73775","functional needs repair"
"2027","functional needs repair"
"11694","non functional"
"67934","non functional"
"56923","functional"
"44371","functional needs repair"
"7978","non functional"
"40196","functional"
"60758","functional"
"56308","functional needs repair"
"27273","functional needs repair"
"16086","functional"
"33285","non functional"
"63940","functional"
"19839","non functional"
"48337","functional"
"13562","functional"
"8778","non functional"
"37983","non functional"
"71991","non functional"
"52554","non functional"
"7974","non functional"
"26466","functional needs repair"
"2966","non functional"
"15435","functional needs repair"
"65411","functional needs repair"
"14473","non functional"
"49383","non functional"
"63681","non functional"
"55898","functional"
"10879","functional"
"8011","functional"
"43388","non functional"
"26423","functional needs repair"
"19940","functional"
"59374","functional needs repair"
"51191","functional needs repair"
"46502","functional"
"18839","functional needs repair"
"71868","functional"
"23402","functional needs repair"
"57843","functional"
"32984","functional"
"21559","functional needs repair"
"66613","functional needs repair"
"25631","non functional"
"23823","functional"
"55223","functional needs repair"
"61902","functional"
"16845","non functional"
"23676","functional"
"31662","functional needs repair"
"8450","functional needs repair"
"24733","functional needs repair"
"49198","functional"
"71291","functional needs repair"
"19277","functional needs repair"
"38710","functional needs repair"
"35699","functional"
"51114","functional needs repair"
"13971","non functional"
"7134","functional"
"50889","functional"
"63777","functional"
"49784","functional"
"70711","functional"
"45908","functional"
"8801","functional needs repair"
"34120","non functional"
"46118","functional"
"14711","non functional"
"61699","functional"
"10762","functional needs repair"
"70271","functional needs repair"
"68793","functional"
"62419","functional needs repair"
"7293","functional needs repair"
"23856","functional needs repair"
"41292","non functional"
"11648","non functional"
"58421","functional"
"24709","non functional"
"43869","non functional"
"5527","non functional"
"45462","functional"
"63012","functional"
"70191","functional"
"66194","functional needs repair"
"59349","non functional"
"44031","non functional"
"27596","functional"
"67690","non functional"
"14339","non functional"
"34429","functional needs repair"
"50923","functional needs repair"
"42973","non functional"
"12372","functional needs repair"
"32998","functional"
"48183","functional"
"20178","functional needs repair"
"6213","non functional"
"40520","functional"
"19532","functional needs repair"
"41083","functional"
"50349","functional"
"44540","functional needs repair"
"10","functional"
"9864","functional"
"72487","functional"
"68186","non functional"
"69949","functional needs repair"
"20191","non functional"
"23621","functional"
"50360","functional"
"19567","functional"
"37692","functional"
"72519","functional"
"15829","functional"
"35490","functional needs repair"
"70196","functional needs repair"
"69975","functional needs repair"
"74118","non functional"
"43080","functional needs repair"
"70998","non functional"
"13035","functional needs repair"
"54117","functional"
"26186","functional"
"6242","non functional"
"36549","functional needs repair"
"16302","functional"
"37568","non functional"
"42094","non functional"
"27979","functional"
"42768","non functional"
"51644","functional"
"30297","functional"
"46805","functional needs repair"
"24934","functional needs repair"
"61215","functional needs repair"
"45916","functional needs repair"
"49783","non functional"
"23980","non functional"
"29910","functional needs repair"
"28396","functional needs repair"
"63785","functional needs repair"
"36788","non functional"
"16528","functional"
"7713","non functional"
"72843","functional needs repair"
"58683","non functional"
"66555","non functional"
"51012","non functional"
"26955","functional needs repair"
"51886","functional needs repair"
"12119","functional needs repair"
"27189","non functional"
"3719","non functional"
"895","functional needs repair"
"67830","functional"
"51242","non functional"
"52440","non functional"
"26426","functional"
"73153","functional"
"51205","non functional"
"30033","non functional"
"28124","non functional"
"38541","non functional"
"72","non functional"
"39772","non functional"
"65316","functional needs repair"
"22676","functional"
"31294","non functional"
"45076","functional needs repair"
"67709","non functional"
"33112","functional"
"28183","non functional"
"8497","functional"
"29430","functional needs repair"
"61752","functional"
"19422","functional"
"16903","functional needs repair"
"963","functional"
"68008","functional needs repair"
"44308","functional needs repair"
"39294","functional needs repair"
"18719","non functional"
"63516","functional needs repair"
"32704","functional"
"67468","non functional"
"34061","functional needs repair"
"71974","functional"
"59132","non functional"
"60460","non functional"
"48699","functional"
"68015","functional needs repair"
"57801","functional"
"16954","functional needs repair"
"5156","functional needs repair"
"58803","non functional"
"40126","functional needs repair"
"46598","functional needs repair"
"31818","functional needs repair"
"53429","functional"
"31155","functional"
"45435","non functional"
"62699","functional"
"7233","functional needs repair"
"25166","non functional"
"26892","functional needs repair"
"57374","non functional"
"14044","functional needs repair"
"45100","functional"
"63407","functional needs repair"
"49087","functional needs repair"
"2876","functional needs repair"
"8510","functional"
"1163","non functional"
"38903","functional"
"15342","non functional"
"59381","functional needs repair"
"38372","functional"
"16605","functional"
"10414","functional needs repair"
"55852","non functional"
"19824","functional"
"4276","non functional"
"73325","functional needs repair"
"58981","non functional"
"28050","functional"
"47842","functional"
"36471","functional needs repair"
"42072","functional"
"45613","non functional"
"15744","functional needs repair"
"8106","non functional"
"22460","non functional"
"20063","non functional"
"59768","functional needs repair"
"63293","non functional"
"141","functional"
"6542","functional needs repair"
"15262","functional"
"4943","functional needs repair"
"9111","non functional"
"50030","functional"
"6944","functional needs repair"
"61772","functional"
"48494","non functional"
"26934","functional needs repair"
"34040","functional needs repair"
"61608","non functional"
"69176","functional"
"64849","non functional"
"19983","non functional"
"64985","non functional"
"29425","non functional"
"12881","non functional"
"38052","non functional"
"29895","functional"
"6333","non functional"
"7135","functional"
"13044","non functional"
"24832","functional needs repair"
"12883","functional needs repair"
"66043","non functional"
"66724","functional"
"2043","functional needs repair"
"64545","functional needs repair"
"45525","non functional"
"16304","functional"
"18548","functional"
"33577","functional"
"21813","functional"
"23524","functional needs repair"
"9174","non functional"
"31827","functional"
"647","functional"
"70475","functional"
"14957","functional needs repair"
"65749","functional needs repair"
"47711","non functional"
"23988","functional needs repair"
"9321","functional needs repair"
"67072","functional needs repair"
"40945","functional"
"63507","functional"
"28438","functional"
"37265","non functional"
"65696","functional needs repair"
"3861","functional needs repair"
"68208","non functional"
"46929","functional needs repair"
"64228","functional"
"37816","functional"
"31809","functional needs repair"
"18040","functional"
"8950","non functional"
"56229","functional"
"11859","non functional"
"31759","non functional"
"37125","functional needs repair"
"21961","functional"
"56601","non functional"
"61269","functional"
"33277","functional"
"51021","non functional"
"54626","non functional"
"19903","non functional"
"36017","functional"
"26830","non functional"
"57331","non functional"
"34553","functional needs repair"
"59843","functional needs repair"
"57575","non functional"
"11335","non functional"
"13145","non functional"
"42121","non functional"
"16940","functional"
"37477","non functional"
"22727","non functional"
"63598","functional"
"44353","non functional"
"53658","functional"
"19737","non functional"
"19990","functional needs repair"
"5237","functional"
"62222","non functional"
"12902","functional needs repair"
"44967","functional needs repair"
"7937","non functional"
"32948","functional"
"55259","non functional"
"43985","functional"
"46924","functional"
"15678","functional"
"69815","functional"
"25269","functional needs repair"
"25972","non functional"
"48697","non functional"
"10525","functional"
"59333","functional"
"55988","functional"
"3949","non functional"
"61964","functional needs repair"
"155","functional needs repair"
"35257","functional needs repair"
"43066","functional"
"48024","non functional"
"51224","functional needs repair"
"44891","non functional"
"55407","functional"
"71866","non functional"
"9734","functional needs repair"
"32113","functional needs repair"
"69770","non functional"
"18286","non functional"
"63378","non functional"
"38560","functional needs repair"
"35790","functional needs repair"
"14852","non functional"
"14114","functional"
"61376","functional needs repair"
"34424","functional"
"13461","non functional"
"47223","non functional"
"71048","non functional"
"1781","functional needs repair"
"73317","non functional"
"58146","non functional"
"73438","non functional"
"1822","non functional"
"53257","functional needs repair"
"56453","non functional"
"685","functional needs repair"
"44528","functional"
"29939","non functional"
"21714","non functional"
"37257","functional"
"49549","functional needs repair"
"8173","non functional"
"36382","non functional"
"28869","non functional"
"71500","functional needs repair"
"41699","functional needs repair"
"63260","functional"
"64859","functional needs repair"
"5443","functional needs repair"
"4737","non functional"
"47808","functional"
"992","functional"
"55002","functional"
"32467","non functional"
"42660","functional needs repair"
"68458","functional needs repair"
"21711","functional needs repair"
"27953","non functional"
"20344","non functional"
"36260","functional needs repair"
"12702","non functional"
"21463","functional"
"66013","non functional"
"28849","non functional"
"67257","non functional"
"63384","functional"
"71802","functional"
"60610","functional needs repair"
"31707","functional"
"39316","functional"
"43625","functional needs repair"
"26101","functional"
"7883","functional"
"64769","functional needs repair"
"39463","functional"
"74181","functional"
"73897","functional needs repair"
"74153","non functional"
"33704","functional needs repair"
"17126","functional needs repair"
"47447","functional needs repair"
"51247","non functional"
"67533","functional needs repair"
"6533","functional needs repair"
"14468","non functional"
"71872","functional"
"22342","non functional"
"4559","functional"
"26044","functional needs repair"
"12750","non functional"
"27398","non functional"
"28874","functional needs repair"
"71495","functional"
"37808","functional"
"29509","non functional"
"15775","non functional"
"16117","functional"
"61746","non functional"
"3784","functional needs repair"
"61903","non functional"
"8142","non functional"
"26610","functional needs repair"
"11203","functional"
"67195","functional"
"39860","functional"
"47437","functional needs repair"
"12399","non functional"
"40888","non functional"
"63657","non functional"
"70866","functional"
"63182","functional needs repair"
"34916","functional"
"37248","non functional"
"48590","non functional"
"68360","functional needs repair"
"53358","functional needs repair"
"69464","functional"
"24090","functional needs repair"
"17158","functional"
"48134","functional"
"31991","non functional"
"30548","functional"
"59607","functional"
"68062","non functional"
"72158","non functional"
"33210","functional"
"51434","functional"
"25649","functional"
"48561","functional"
"43678","non functional"
"1887","functional needs repair"
"37609","functional"
"12670","functional needs repair"
"20612","functional"
"51496","functional needs repair"
"51516","functional needs repair"
"64631","functional needs repair"
"61247","functional"
"2753","non functional"
"10603","functional"
"30964","functional"
"64158","functional needs repair"
"27013","functional"
"34866","non functional"
"57067","functional needs repair"
"48499","non functional"
"27399","non functional"
"47334","functional"
"46672","functional"
"17559","non functional"
"629","non functional"
"36620","functional"
"59794","functional"
"6048","functional"
"34798","functional needs repair"
"46450","non functional"
"39612","functional"
"24083","functional needs repair"
"56047","functional needs repair"
"5456","functional needs repair"
"67961","functional"
"48719","non functional"
"68999","non functional"
"71751","functional"
"7084","non functional"
"12644","functional needs repair"
"42842","functional needs repair"
"57583","functional needs repair"
"18171","functional"
"5316","non functional"
"18945","non functional"
"19707","functional"
"70734","functional needs repair"
"11280","functional needs repair"
"69969","functional needs repair"
"10345","non functional"
"69992","functional needs repair"
"13378","functional needs repair"
"60813","functional"
"24517","functional"
"67270","non functional"
"35400","non functional"
"13712","non functional"
"53254","functional"
"68340","functional"
"68714","functional needs repair"
"18944","functional"
"52114","functional"
"17597","non functional"
"60847","functional needs repair"
"34757","functional"
"39539","non functional"
"16799","non functional"
"68112","non functional"
"52118","functional"
"20660","functional needs repair"
"65885","functional"
"21520","functional"
"31114","non functional"
"22708","non functional"
"52296","non functional"
"71498","functional"
"57034","functional"
"71733","functional"
"31417","functional needs repair"
"29958","functional"
"60931","functional"
"50205","functional"
"71233","functional needs repair"
"22586","non functional"
"53543","functional"
"40813","non functional"
"35850","functional needs repair"
"27728","non functional"
"67323","functional needs repair"
"55713","functional needs repair"
"893","functional needs repair"
"28002","functional"
"31475","non functional"
"36465","functional"
"63198","functional needs repair"
"32935","non functional"
"27989","functional"
"45955","non functional"
"31925","non functional"
"4217","functional"
"55178","non functional"
"16277","functional needs repair"
"42198","functional needs repair"
"67792","non functional"
"5026","functional"
"15902","non functional"
"62846","functional needs repair"
"63063","functional"
"52959","functional"
"51817","non functional"
"43049","functional needs repair"
"1721","functional needs repair"
"23655","functional needs repair"
"50177","functional"
"68410","non functional"
"47820","functional"
"23638","non functional"
"52868","non functional"
"43194","functional needs repair"
"54800","non functional"
"53596","non functional"
"44296","functional needs repair"
"62012","functional needs repair"
"10798","non functional"
"65548","functional"
"31089","non functional"
"73977","functional"
"28997","functional"
"37767","non functional"
"73118","functional"
"21130","functional needs repair"
"24449","functional needs repair"
"33856","functional needs repair"
"44712","functional"
"61179","functional"
"63580","functional"
"56465","non functional"
"43171","functional"
"807","non functional"
"20734","functional"
"28158","functional"
"56363","non functional"
"25537","functional needs repair"
"66977","functional"
"9326","functional"
"72109","functional needs repair"
"35835","functional"
"8315","functional needs repair"
"36836","non functional"
"28577","functional"
"29624","functional"
"47343","functional needs repair"
"53401","functional needs repair"
"37014","functional"
"66226","functional"
"49776","non functional"
"56931","non functional"
"32462","functional needs repair"
"7515","functional needs repair"
"73360","functional"
"36248","functional"
"3703","functional needs repair"
"8812","functional needs repair"
"52186","non functional"
"10027","non functional"
"33735","functional needs repair"
"6647","functional"
"36752","non functional"
"70605","non functional"
"69208","non functional"
"36961","functional"
"2723","functional needs repair"
"28460","functional needs repair"
"66744","functional needs repair"
"69098","functional"
"26020","functional needs repair"
"18906","non functional"
"12740","functional"
"52397","functional needs repair"
"2150","non functional"
"16504","non functional"
"1499","functional needs repair"
"56965","functional needs repair"
"4261","functional needs repair"
"57140","functional needs repair"
"26347","functional needs repair"
"69863","functional"
"59024","functional"
"29550","functional"
